tn(s),xi(m),T_AgTop_tn_2_xi(K),T_AgTop_tn_1_xi(K),T_AgTop_tn_xi(K),T_supra_tn_2_xi(K),T_supra_tn_1_xi(K),T_supra_tn_xi(K),T_hast_tn_2_xi(K),T_hast_tn_1_xi(K),T_hast_tn_xi(K),Q_Ag_tn_1_xi(W/m3),Q_Ag_tn_xi(W/m3),Q_supra_tn_1_xi(W/m3),Q_supra_tn_xi(W/m3),Q_hast_tn_1_xi(W/m3),Q_hast_tn_xi(W/m3)
0.0002,0.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,3.28578845e-08,3.24989713e-08,0.0,0.0
0.0002,0.0001,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,2.66192929e-07,2.63285251e-07,0.0,0.0
0.0002,0.0002,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,2.04937998e-06,2.02699419e-06,0.0,0.0
0.0002,0.0003,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,1.49940005e-05,1.4830218e-05,0.0,0.0
0.0002,0.0004,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.000104251331,0.000103112573,0.0,0.0
0.0002,0.0005,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.000688834286,0.000681310011,0.0,0.0
0.0002,0.0006,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.00432530721,0.00427806101,0.0,0.0
0.0002,0.0007,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.0258100128,0.0255280848,0.0,0.0
0.0002,0.0008,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.146362068,0.144763326,0.0,0.0
0.0002,0.0009,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.78874735,0.780131705,0.0,0.0
0.0002,0.001,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,4.03939521,3.99527209,0.0,0.0
0.0002,0.0011,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,19.6591093,19.4443689,0.0,0.0
0.0002,0.0012,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,90.9243874,89.9312021,0.0,0.0
0.0002,0.0013,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,399.637275,395.271957,0.0,0.0
0.0002,0.0014,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,1669.24718,1651.01366,0.0,0.0
0.0002,0.0015,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,6625.89227,6553.51633,0.0,0.0
0.0002,0.0016,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,24994.0796,24721.0642,0.0,0.0
0.0002,0.0017,77.0,77.0,77.000001,77.0,77.0,77.000001,77.0,77.0,77.0,0.0,0.0,89598.1375,88619.4391,0.0,0.0
0.0002,0.0018,77.0,77.000001,77.000002,77.0,77.000001,77.000002,77.0,77.0,77.0,0.0,0.0,305231.868,301897.759,0.0,0.0
0.0002,0.0019,77.0,77.000004,77.000006,77.0,77.000004,77.000006,77.0,77.0,77.0,0.0,0.0,988165.809,977371.876,0.0,0.0
0.0002,0.002,77.0,77.000011,77.000018,77.0,77.000011,77.000018,77.0,77.0,77.0,0.0,0.0,3040176.72,3006968.26,0.0,0.0
0.0002,0.0021,77.000001,77.000033,77.000051,77.000001,77.000032,77.000051,77.0,77.0,77.0,0.0,0.0,8888672.26,8791579.51,0.0,0.0
0.0002,0.0022,77.000004,77.000088,77.000137,77.000004,77.000088,77.000136,77.0,77.0,76.999999,0.0,0.0,24696989.3,24427219.2,0.0,0.0
0.0002,0.0023,77.00001,77.000228,77.000348,77.00001,77.000226,77.000346,77.0,76.999999,76.999999,0.0,0.0,65210899.8,64498588.1,0.0,0.0
0.0002,0.0024,77.000025,77.000559,77.000844,77.000024,77.000555,77.000839,77.0,76.999998,76.999997,0.0,0.0,163630941.0,161843568.0,0.0,0.0
0.0002,0.0025,77.000059,77.001307,77.001947,77.000058,77.001298,77.001936,77.0,76.999995,76.999992,0.0,0.0,390193223.0,385931064.0,0.0,0.0
0.0002,0.0026,77.000132,77.002904,77.004281,77.000132,77.002885,77.004258,77.0,76.999988,76.999983,0.0,0.0,884225576.0,874567003.0,0.0,0.0
0.0002,0.0027,77.000285,77.006144,77.008964,77.000283,77.006105,77.008919,77.000001,76.999975,76.999965,0.0,0.0,1904212800.0,1883412700.0,0.0,0.0
0.0002,0.0028,77.000583,77.012367,77.017879,77.000579,77.012293,77.017794,77.000001,76.99995,76.99993,0.0,0.0,3897058690.0,3854490330.0,0.0,0.0
0.0002,0.0029,77.001132,77.023686,77.033961,77.001126,77.023551,77.033807,77.000002,76.999904,76.999867,0.0,0.0,7579271570.0,7496481670.0,0.0,0.0
0.0002,0.003,77.00209,77.043165,77.061427,77.002079,77.04293,77.061164,77.000004,76.999825,76.999759,0.0,0.0,14008352100.0,13855336000.0,0.0,0.0
0.0002,0.0031,77.003667,77.074846,77.105792,77.003649,77.074455,77.105362,77.000007,76.999696,76.999585,0.0,0.0,24604564700.0,24335804100.0,0.0,0.0
0.0002,0.0032,77.006116,77.123477,77.173471,77.006087,77.122858,77.172802,77.000011,76.999497,76.999318,0.0,0.0,41068929300.0,40620325200.0,0.0,0.0
0.0002,0.0033,77.009694,77.193807,77.270803,77.00965,77.192871,77.269809,77.000018,76.999209,76.998934,0.0,0.0,65144856700.0,64433266400.0,0.0,0.0
0.0002,0.0034,77.014603,77.289407,77.40245,77.014539,77.288056,77.401036,77.000027,76.998816,76.998415,0.0,0.0,98201007300.0,97128338000.0,0.0,0.0
0.0002,0.0035,77.020907,77.411149,77.569349,77.020817,77.409288,77.567427,77.000039,76.998316,76.997755,0.0,0.0,140676259000.0,139139624000.0,0.0,0.0
0.0002,0.0036,77.028445,77.555697,77.76673,77.028327,77.553248,77.764231,77.000053,76.997721,76.996974,0.0,0.0,191511445000.0,189419527000.0,0.0,0.0
0.0002,0.0037,77.036783,77.714535,77.982867,77.036633,77.711456,77.979756,77.000069,76.997067,76.996117,0.0,0.0,247763721000.0,245057348000.0,0.0,0.0
0.0002,0.0038,77.045205,77.874124,78.199259,77.045024,77.870423,78.195555,77.000085,76.996409,76.995259,0.0,0.0,304613926000.0,301286567000.0,0.0,0.0
0.0002,0.0039,77.0528,78.017422,78.393011,77.052592,78.013171,78.38879,77.000099,76.995818,76.99449,0.0,0.0,355902346000.0,352014753000.0,0.0,0.0
0.0002,0.004,77.058612,78.126711,78.540529,77.058384,78.122048,78.535919,77.00011,76.995368,76.993905,0.0,0.0,395167304000.0,390850812000.0,0.0,0.0
0.0002,0.0041,77.061839,78.187237,78.622149,77.061599,78.182346,78.617326,77.000116,76.995118,76.99358,0.0,0.0,416965589000.0,412410990000.0,0.0,0.0
0.0002,0.0042,77.062008,78.190405,78.62642,77.061768,78.185502,78.621586,77.000116,76.995105,76.993563,0.0,0.0,418108006000.0,413540929000.0,0.0,0.0
0.0002,0.0043,77.059094,78.135757,78.552731,77.058864,78.13106,78.548089,77.000111,76.99533,76.993856,0.0,0.0,398424293000.0,394072225000.0,0.0,0.0
0.0002,0.0044,77.053525,78.031082,78.411461,77.053315,78.02678,78.40719,77.0001,76.995762,76.994417,0.0,0.0,360804719000.0,356863577000.0,0.0,0.0
0.0002,0.0045,77.046077,77.890611,78.221575,77.045894,77.886846,78.217812,77.000086,76.996341,76.995171,0.0,0.0,310504408000.0,307112706000.0,0.0,0.0
0.0002,0.0046,77.037698,77.731922,78.006482,77.037545,77.728775,78.003306,77.000071,76.996995,76.996024,0.0,0.0,253941214000.0,251167363000.0,0.0,0.0
0.0002,0.0047,77.029314,77.572294,77.789362,77.029192,77.569779,77.786797,77.000055,76.997653,76.996884,0.0,0.0,197366469000.0,195210596000.0,0.0,0.0
0.0002,0.0048,77.021665,77.42578,77.589406,77.021573,77.423859,77.587423,77.000041,76.998256,76.997676,0.0,0.0,145787552000.0,144195085000.0,0.0,0.0
0.0002,0.0049,77.015227,77.301611,77.419349,77.01516,77.300206,77.417879,77.000028,76.998766,76.998348,0.0,0.0,102393182000.0,101274720000.0,0.0,0.0
