tn(s),xi(m),T_AgTop_tn_2_xi(K),T_AgTop_tn_1_xi(K),T_AgTop_tn_xi(K),T_supra_tn_2_xi(K),T_supra_tn_1_xi(K),T_supra_tn_xi(K),T_hast_tn_2_xi(K),T_hast_tn_1_xi(K),T_hast_tn_xi(K),Q_Ag_tn_1_xi(W/m3),Q_Ag_tn_xi(W/m3),Q_supra_tn_1_xi(W/m3),Q_supra_tn_xi(W/m3),Q_hast_tn_1_xi(W/m3),Q_hast_tn_xi(W/m3)
0.0002,0.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.051762664,0.0530253733,0.0,0.0
0.0002,0.0001,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.317616899,0.325364913,0.0,0.0
0.0002,0.0002,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,1.84160657,1.88653111,0.0,0.0
0.0002,0.0003,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,10.0901212,10.3362618,0.0,0.0
0.0002,0.0004,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,52.2398818,53.5142325,0.0,0.0
0.0002,0.0005,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,255.572581,261.807073,0.0,0.0
0.0002,0.0006,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,1181.49695,1210.31864,0.0,0.0
0.0002,0.0007,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,5161.2777,5287.183,0.0,0.0
0.0002,0.0008,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,21305.3229,21825.0494,0.0,0.0
0.0002,0.0009,77.0,77.0,77.000001,77.0,77.0,77.000001,77.0,77.0,77.0,0.0,0.0,83104.6426,85131.9147,0.0,0.0
0.0002,0.001,77.0,77.000001,77.000002,77.0,77.000001,77.000002,77.0,77.0,77.0,0.0,0.0,306315.325,313787.646,0.0,0.0
0.0002,0.0011,77.0,77.000004,77.000007,77.0,77.000004,77.000007,77.0,77.0,77.0,0.0,0.0,1066887.04,1092912.9,0.0,0.0
0.0002,0.0012,77.000001,77.000013,77.000023,77.000001,77.000013,77.000022,77.0,77.0,77.0,0.0,0.0,3511352.44,3597009.11,0.0,0.0
0.0002,0.0013,77.000002,77.000041,77.000067,77.000002,77.00004,77.000066,77.0,77.0,77.0,0.0,0.0,10920353.1,11186746.5,0.0,0.0
0.0002,0.0014,77.000005,77.000116,77.000186,77.000005,77.000115,77.000185,77.0,77.0,76.999999,0.0,0.0,32092622.9,32875497.1,0.0,0.0
0.0002,0.0015,77.000013,77.000313,77.000495,77.000013,77.00031,77.000492,77.0,76.999999,76.999998,0.0,0.0,89120993.0,91295029.3,0.0,0.0
0.0002,0.0016,77.000034,77.0008,77.001247,77.000034,77.000794,77.001239,77.0,76.999997,76.999995,0.0,0.0,233862773.0,239567670.0,0.0,0.0
0.0002,0.0017,77.000084,77.001937,77.002977,77.000083,77.001923,77.00296,77.0,76.999992,76.999989,0.0,0.0,579893773.0,594039823.0,0.0,0.0
0.0002,0.0018,77.000197,77.004439,77.006739,77.000195,77.004409,77.006701,77.0,76.999983,76.999974,0.0,0.0,1358757860.0,1391903680.0,0.0,0.0
0.0002,0.0019,77.000435,77.009631,77.014453,77.000432,77.009569,77.014377,77.000001,76.999962,76.999944,0.0,0.0,3008444230.0,3081832850.0,0.0,0.0
0.0002,0.002,77.000909,77.019774,77.029372,77.000903,77.019654,77.029228,77.000002,76.999921,76.999886,0.0,0.0,6294310090.0,6447854820.0,0.0,0.0
0.0002,0.0021,77.001794,77.038425,77.056549,77.001784,77.038203,77.056289,77.000003,76.999846,76.99978,0.0,0.0,12444016500.0,12747578400.0,0.0,0.0
0.0002,0.0022,77.003348,77.070662,77.103132,77.003331,77.070275,77.102686,77.000006,76.999717,76.999598,0.0,0.0,23247662500.0,23814770900.0,0.0,0.0
