tn(s),xi(m),T_AgTop_tn_2_xi(K),T_AgTop_tn_1_xi(K),T_AgTop_tn_xi(K),T_supra_tn_2_xi(K),T_supra_tn_1_xi(K),T_supra_tn_xi(K),T_hast_tn_2_xi(K),T_hast_tn_1_xi(K),T_hast_tn_xi(K),Q_Ag_tn_1_xi(W/m3),Q_Ag_tn_xi(W/m3),Q_supra_tn_1_xi(W/m3),Q_supra_tn_xi(W/m3),Q_hast_tn_1_xi(W/m3),Q_hast_tn_xi(W/m3)
0.0002,0.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,7.81034361e-19,7.76040995e-19,0.0,0.0
0.0002,0.0001,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,1.7258238099999998e-17,1.71479015e-17,0.0,0.0
0.0002,0.0002,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,3.5504332e-16,3.52773431e-16,0.0,0.0
0.0002,0.0003,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,6.80024888e-15,6.7567730300000006e-15,0.0,0.0
0.0002,0.0004,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,1.21262591e-13,1.20487326e-13,0.0,0.0
0.0002,0.0005,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,2.01320245e-12,2.0003315e-12,0.0,0.0
0.0002,0.0006,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,3.11176386e-11,3.0918695e-11,0.0,0.0
0.0002,0.0007,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,4.47800307e-10,4.44937397e-10,0.0,0.0
0.0002,0.0008,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,5.99957814e-09,5.9612212e-09,0.0,0.0
0.0002,0.0009,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,7.483687e-08,7.43584175e-08,0.0,0.0
0.0002,0.001,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,8.69098677e-07,8.63542292e-07,0.0,0.0
0.0002,0.0011,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,9.39682493e-06,9.33674847e-06,0.0,0.0
0.0002,0.0012,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,9.45914224e-05,9.39866736e-05,0.0,0.0
0.0002,0.0013,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.00088650451,0.000880836844,0.0,0.0
0.0002,0.0014,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.00773514956,0.00768569664,0.0,0.0
0.0002,0.0015,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.0628369439,0.0624352102,0.0,0.0
0.0002,0.0016,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.475247639,0.472209251,0.0,0.0
0.0002,0.0017,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,3.34644316,3.32504844,0.0,0.0
0.0002,0.0018,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,21.9384284,21.79817,0.0,0.0
0.0002,0.0019,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,133.901716,133.045646,0.0,0.0
0.0002,0.002,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,760.896084,756.031468,0.0,0.0
0.0002,0.0021,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,4025.53055,3999.79424,0.0,0.0
0.0002,0.0022,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,19828.026,19701.26,0.0,0.0
0.0002,0.0023,77.0,77.0,77.000001,77.0,77.0,77.000001,77.0,77.0,77.0,0.0,0.0,90927.3226,90345.9994,0.0,0.0
0.0002,0.0024,77.0,77.000002,77.000003,77.0,77.000002,77.000003,77.0,77.0,77.0,0.0,0.0,388211.057,385729.118,0.0,0.0
0.0002,0.0025,77.0,77.000007,77.000012,77.0,77.000007,77.000012,77.0,77.0,77.0,0.0,0.0,1543120.96,1533255.37,0.0,0.0
0.0002,0.0026,77.000001,77.000024,77.00004,77.000001,77.000023,77.00004,77.0,77.0,77.0,0.0,0.0,5710716.69,5674206.52,0.0,0.0
0.0002,0.0027,77.000003,77.000078,77.000128,77.000003,77.000077,77.000127,77.0,77.0,77.0,0.0,0.0,19676136.7,19550341.8,0.0,0.0
0.0002,0.0028,77.00001,77.000239,77.000385,77.000009,77.000237,77.000382,77.0,76.999999,76.999999,0.0,0.0,63117185.1,62713659.8,0.0,0.0
0.0002,0.0029,77.000028,77.000688,77.001081,77.000028,77.000683,77.001073,77.0,76.999997,76.999996,0.0,0.0,188501142.0,187296003.0,0.0,0.0
0.0002,0.003,77.000079,77.001849,77.002844,77.000078,77.001835,77.002826,77.0,76.999993,76.999989,0.0,0.0,524129883.0,520778978.0,0.0,0.0
0.0002,0.0031,77.000203,77.004637,77.007003,77.000202,77.004604,77.00696,77.0,76.999982,76.999973,0.0,0.0,1356820610.0,1348146080.0,0.0,0.0
0.0002,0.0032,77.000488,77.010858,77.016131,77.000485,77.010784,77.016041,77.000001,76.999957,76.999937,0.0,0.0,3270126210.0,3249219400.0,0.0,0.0
0.0002,0.0033,77.001094,77.023731,77.034753,77.001087,77.023581,77.034575,77.000002,76.999905,76.999865,0.0,0.0,7337788160.0,7290875680.0,0.0,0.0
0.0002,0.0034,77.002281,77.048415,77.070007,77.002269,77.048128,77.069676,77.000004,76.999805,76.999727,0.0,0.0,15329373200.0,15231368400.0,0.0,0.0
0.0002,0.0035,77.00443,77.092185,77.131823,77.004407,77.091673,77.131248,77.000008,76.999628,76.999484,0.0,0.0,29815507200.0,29624888500.0,0.0,0.0
0.0002,0.0036,77.008012,77.163806,77.231984,77.007972,77.162951,77.231046,77.000015,76.999335,76.99909,0.0,0.0,53990652600.0,53645475600.0,0.0,0.0
0.0002,0.0037,77.01349,77.271616,77.381465,77.013427,77.270278,77.38003,77.000025,76.998894,76.998501,0.0,0.0,91023499300.0,90441561300.0,0.0,0.0
