tn(s),xi(m),T_AgTop_tn_2_xi(K),T_AgTop_tn_1_xi(K),T_AgTop_tn_xi(K),T_supra_tn_2_xi(K),T_supra_tn_1_xi(K),T_supra_tn_xi(K),T_hast_tn_2_xi(K),T_hast_tn_1_xi(K),T_hast_tn_xi(K),Q_Ag_tn_1_xi(W/m3),Q_Ag_tn_xi(W/m3),Q_supra_tn_1_xi(W/m3),Q_supra_tn_xi(W/m3),Q_hast_tn_1_xi(W/m3),Q_hast_tn_xi(W/m3)
0.0002,0.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,28664.3102,28470.2513,0.0,0.0
0.0002,0.0001,77.0,77.0,77.000001,77.0,77.0,77.000001,77.0,77.0,77.0,0.0,0.0,104499.936,103792.465,0.0,0.0
0.0002,0.0002,77.0,77.000001,77.000002,77.0,77.000001,77.000002,77.0,77.0,77.0,0.0,0.0,361102.978,358658.291,0.0,0.0
0.0002,0.0003,77.0,77.000005,77.000008,77.0,77.000005,77.000007,77.0,77.0,77.0,0.0,0.0,1182739.91,1174732.7,0.0,0.0
0.0002,0.0004,77.000001,77.000014,77.000022,77.000001,77.000014,77.000022,77.0,77.0,77.0,0.0,0.0,3671926.71,3647067.57,0.0,0.0
0.0002,0.0005,77.000002,77.00004,77.000062,77.000002,77.000039,77.000062,77.0,77.0,77.0,0.0,0.0,10805624.1,10732469.5,0.0,0.0
0.0002,0.0006,77.000005,77.000107,77.000167,77.000004,77.000107,77.000166,77.0,77.0,76.999999,0.0,0.0,30141358.6,29937300.0,0.0,0.0
0.0002,0.0007,77.000012,77.000277,77.000425,77.000012,77.000275,77.000422,77.0,76.999999,76.999998,0.0,0.0,79696810.4,79157258.7,0.0,0.0
0.0002,0.0008,77.00003,77.000679,77.001026,77.00003,77.000674,77.00102,77.0,76.999997,76.999996,0.0,0.0,199753777.0,198401433.0,0.0,0.0
0.0002,0.0009,77.000071,77.00158,77.002357,77.00007,77.001569,77.002344,77.0,76.999994,76.999991,0.0,0.0,474612964.0,471399808.0,0.0,0.0
0.0002,0.001,77.000159,77.00349,77.005148,77.000158,77.003467,77.00512,77.0,76.999986,76.99998,0.0,0.0,1069041530.0,1061804060.0,0.0,0.0
0.0002,0.0011,77.00034,77.007318,77.010684,77.000338,77.007272,77.01063,77.000001,76.999971,76.999958,0.0,0.0,2282901080.0,2267445720.0,0.0,0.0
0.0002,0.0012,77.000687,77.01457,77.021076,77.000684,77.014484,77.020976,77.000001,76.999941,76.999918,0.0,0.0,4622261670.0,4590968710.0,0.0,0.0
0.0002,0.0013,77.001319,77.027546,77.039517,77.001312,77.027391,77.039341,77.000002,76.999889,76.999845,0.0,0.0,8874596400.0,8814514900.0,0.0,0.0
0.0002,0.0014,77.002399,77.049463,77.070429,77.002387,77.049197,77.070133,77.000004,76.9998,76.999724,0.0,0.0,16159999400.0,16050595400.0,0.0,0.0
0.0002,0.0015,77.004141,77.084368,77.119335,77.00412,77.083934,77.118859,77.000008,76.999657,76.999532,0.0,0.0,27914728000.0,27725743800.0,0.0,0.0
0.0002,0.0016,77.006782,77.136741,77.192284,77.006751,77.136065,77.191556,77.000013,76.999443,76.999244,0.0,0.0,45757910100.0,45448126500.0,0.0,0.0
0.0002,0.0017,77.010548,77.210685,77.294752,77.0105,77.209681,77.293687,77.00002,76.99914,76.99884,0.0,0.0,71209655600.0,70727562400.0,0.0,0.0
0.0002,0.0018,77.015585,77.308788,77.430105,77.015516,77.307362,77.428614,77.000029,76.998738,76.998306,0.0,0.0,105276796000.0,104564067000.0,0.0,0.0
0.0002,0.0019,77.021897,77.430898,77.597971,77.021804,77.428963,77.59597,77.000041,76.998236,76.997643,0.0,0.0,147994020000.0,146992093000.0,0.0,0.0
0.0002,0.002,77.029294,77.573239,77.79309,77.029172,77.570721,77.790512,77.000055,76.997651,76.996871,0.0,0.0,198075703000.0,196734719000.0,0.0,0.0
0.0002,0.0021,77.037382,77.728313,78.00522,77.03723,77.725166,78.002022,77.00007,76.997014,76.996032,0.0,0.0,252855383000.0,251143538000.0,0.0,0.0
0.0002,0.0022,77.045616,77.885914,78.220447,77.045433,77.882127,78.216624,77.000085,76.996367,76.99518,0.0,0.0,308630379000.0,306540934000.0,0.0,0.0
0.0002,0.0023,77.053404,78.035075,78.424086,77.053191,78.030677,78.419663,77.0001,76.995754,76.994374,0.0,0.0,361387198000.0,358940588000.0,0.0,0.0
0.0002,0.0024,77.060244,78.166446,78.603712,77.060004,78.161498,78.598744,77.000113,76.995216,76.993663,0.0,0.0,407707870000.0,404947666000.0,0.0,0.0
0.0002,0.0025,77.065832,78.274382,78.751736,77.06557,78.268966,78.746298,77.000123,76.994774,76.993077,0.0,0.0,445533711000.0,442517424000.0,0.0,0.0
