tn(s),xi(m),T_AgTop_tn_2_xi(K),T_AgTop_tn_1_xi(K),T_AgTop_tn_xi(K),T_supra_tn_2_xi(K),T_supra_tn_1_xi(K),T_supra_tn_xi(K),T_hast_tn_2_xi(K),T_hast_tn_1_xi(K),T_hast_tn_xi(K),Q_Ag_tn_1_xi(W/m3),Q_Ag_tn_xi(W/m3),Q_supra_tn_1_xi(W/m3),Q_supra_tn_xi(W/m3),Q_hast_tn_1_xi(W/m3),Q_hast_tn_xi(W/m3)
0.0002,0.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.000292260349,0.000299876359,0.0,0.0
0.0002,0.0001,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.00435218845,0.0044656021,0.0,0.0
0.0002,0.0002,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.0581713384,0.0596872249,0.0,0.0
0.0002,0.0003,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,0.697869136,0.716054903,0.0,0.0
0.0002,0.0004,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,7.51454168,7.71036307,0.0,0.0
0.0002,0.0005,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,72.6264095,74.5189806,0.0,0.0
0.0002,0.0006,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,630.014031,646.431562,0.0,0.0
0.0002,0.0007,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,0.0,4905.34367,5033.17199,0.0,0.0
0.0002,0.0008,77.0,77.0,77.000001,77.0,77.0,77.000001,77.0,77.0,77.0,0.0,0.0,34280.9011,35174.2269,0.0,0.0
0.0002,0.0009,77.0,77.000001,77.000003,77.0,77.000001,77.000003,77.0,77.0,77.0,0.0,0.0,215029.769,220633.229,0.0,0.0
0.0002,0.001,77.0,77.000007,77.000014,77.0,77.000006,77.000013,77.0,77.0,77.0,0.0,0.0,1210621.88,1242169.47,0.0,0.0
0.0002,0.0011,77.000001,77.00003,77.000059,77.000001,77.00003,77.000058,77.0,77.0,77.0,0.0,0.0,6117613.29,6277032.14,0.0,0.0
0.0002,0.0012,77.000004,77.000125,77.00023,77.000004,77.000124,77.000228,77.0,77.0,76.999999,0.0,0.0,27747195.4,28470259.4,0.0,0.0
0.0002,0.0013,77.000017,77.000473,77.000826,77.000016,77.000468,77.000818,77.0,76.999998,76.999997,0.0,0.0,112958713.0,115902303.0,0.0,0.0
0.0002,0.0014,77.00006,77.001614,77.002703,77.00006,77.001598,77.00268,77.0,76.999994,76.99999,0.0,0.0,412747023.0,423502795.0,0.0,0.0
0.0002,0.0015,77.000197,77.004983,77.008049,77.000195,77.00494,77.00799,77.0,76.999981,76.999969,0.0,0.0,1353666660.0,1388941850.0,0.0,0.0
0.0002,0.0016,77.000578,77.013903,77.021786,77.000574,77.013794,77.021643,77.000001,76.999946,76.999916,0.0,0.0,3984768440.0,4088607500.0,0.0,0.0
0.0002,0.0017,77.001523,77.035042,77.053517,77.001513,77.034794,77.053206,77.000003,76.999862,76.999794,0.0,0.0,10528294300.0,10802651000.0,0.0,0.0
0.0002,0.0018,77.003603,77.079746,77.119196,77.003581,77.079239,77.118584,77.000007,76.999684,76.999538,0.0,0.0,24967583600.0,25618213600.0,0.0,0.0
0.0002,0.0019,77.00765,77.163816,77.240499,77.007608,77.162875,77.239405,77.000014,76.999345,76.999064,0.0,0.0,53144531100.0,54529424100.0,0.0,0.0
0.0002,0.002,77.014585,77.303668,77.439276,77.014513,77.302085,77.437499,77.000027,76.998778,76.998285,0.0,0.0,101532298000.0,104178128000.0,0.0,0.0
0.0002,0.0021,77.024965,77.507861,77.725912,77.024852,77.505435,77.723277,77.000047,76.997947,76.997157,0.0,0.0,174105875000.0,178642899000.0,0.0,0.0
0.0002,0.0022,77.038366,77.766171,78.084804,77.038206,77.762775,78.081225,77.000072,76.99689,76.995741,0.0,0.0,267970019000.0,274953048000.0,0.0,0.0
0.0002,0.0023,77.05294,78.042595,78.465617,77.052732,78.038239,78.461144,77.000099,76.995757,76.994236,0.0,0.0,370188189000.0,379834920000.0,0.0,0.0
0.0002,0.0024,77.06559,78.279664,78.79043,77.065344,78.274534,78.785258,77.000123,76.994784,76.99295,0.0,0.0,459010352000.0,470971700000.0,0.0,0.0
0.0002,0.0025,77.072967,78.416893,78.977861,77.072699,78.411331,78.972307,77.000137,76.99422,76.992207,0.0,0.0,510841270000.0,524153279000.0,0.0,0.0
0.0002,0.0026,77.072887,78.415417,78.975847,77.07262,78.409859,78.970296,77.000137,76.994226,76.992215,0.0,0.0,510285295000.0,523582816000.0,0.0,0.0
0.0002,0.0027,77.065376,78.275674,78.784973,77.065131,78.270556,78.779812,77.000122,76.9948,76.992972,0.0,0.0,457513322000.0,469435659000.0,0.0,0.0
0.0002,0.0028,77.052654,78.037197,78.458204,77.052447,78.032859,78.453748,77.000099,76.995779,76.994265,0.0,0.0,368178305000.0,377772661000.0,0.0,0.0
0.0002,0.0029,77.038078,77.760652,78.077169,77.037918,77.757276,78.073609,77.000071,76.996913,76.995771,0.0,0.0,265935960000.0,272865984000.0,0.0,0.0
0.0002,0.003,77.024725,77.503202,77.719404,77.024613,77.500794,77.716788,77.000046,76.997966,76.997183,0.0,0.0,172410472000.0,176903316000.0,0.0,0.0
0.0002,0.0031,77.014417,77.300317,77.434544,77.014345,77.298748,77.432782,77.000027,76.998792,76.998303,0.0,0.0,100330945000.0,102945468000.0,0.0,0.0
0.0002,0.0032,77.00755,77.161762,77.237565,77.007508,77.160831,77.236481,77.000014,76.999354,76.999076,0.0,0.0,52418423000.0,53784394300.0,0.0,0.0
0.0002,0.0033,77.003555,77.078756,77.117771,77.003534,77.078253,77.117165,77.000007,76.999688,76.999544,0.0,0.0,24617819900.0,25259335500.0,0.0,0.0
0.0002,0.0034,77.001517,77.034922,77.053364,77.001507,77.034674,77.053054,77.000003,76.999863,76.999794,0.0,0.0,10471426100.0,10744300900.0,0.0,0.0
0.0002,0.0035,77.000614,77.014715,77.023025,77.000609,77.0146,77.022875,77.000001,76.999943,76.999912,0.0,0.0,4225723400.0,4335841500.0,0.0,0.0
0.0002,0.0036,77.000298,77.007235,77.011447,77.000296,77.007176,77.011369,77.000001,76.999972,76.999956,0.0,0.0,2049698010.0,2103111080.0,0.0,0.0
0.0002,0.0037,77.000284,77.006529,77.010056,77.000282,77.006483,77.009997,77.000001,76.999974,76.999961,0.0,0.0,1960155420.0,2011235090.0,0.0,0.0
0.0002,0.0038,77.000474,77.010396,77.01555,77.000471,77.010331,77.015471,77.000001,76.999959,76.99994,0.0,0.0,3287055550.0,3372712910.0,0.0,0.0
0.0002,0.0039,77.000892,77.019118,77.028193,77.000887,77.019008,77.028063,77.000002,76.999924,76.99989,0.0,0.0,6193455670.0,6354850890.0,0.0,0.0
0.0002,0.004,77.001639,77.034636,77.050644,77.001631,77.034446,77.050424,77.000003,76.999861,76.999803,0.0,0.0,11394638000.0,11691570800.0,0.0,0.0
0.0002,0.0041,77.002876,77.060067,77.087239,77.002862,77.059751,77.08688,77.000005,76.999758,76.99966,0.0,0.0,20015447100.0,20537029500.0,0.0,0.0
0.0002,0.0042,77.004806,77.099298,77.143371,77.004783,77.098797,77.14281,77.000009,76.9996,76.99944,0.0,0.0,33468660600.0,34340820200.0,0.0,0.0
0.0002,0.0043,77.007641,77.156383,77.224614,77.007606,77.155622,77.223776,77.000014,76.999368,76.999121,0.0,0.0,53255203900.0,54642980900.0,0.0,0.0
0.0002,0.0044,77.011561,77.234604,77.335406,77.011509,77.233501,77.334208,77.000022,76.99905,76.998686,0.0,0.0,80634026800.0,82735268400.0,0.0,0.0
0.0002,0.0045,77.016645,77.335254,77.477355,77.016574,77.333725,77.475716,77.000031,76.998641,76.998129,0.0,0.0,116173016000.0,119200368000.0,0.0,0.0
0.0002,0.0046,77.022807,77.456352,77.647488,77.022711,77.454326,77.64534,77.000043,76.998147,76.99746,0.0,0.0,159265828000.0,163416135000.0,0.0,0.0
0.0002,0.0047,77.029737,77.591716,77.83703,77.029615,77.589148,77.834333,77.000056,76.997595,76.996713,0.0,0.0,207764021000.0,213178142000.0,0.0,0.0
0.0002,0.0048,77.036898,77.730834,78.031242,77.03675,77.727718,78.027999,77.000069,76.997028,76.995948,0.0,0.0,257898300000.0,264618870000.0,0.0,0.0
0.0002,0.0049,77.043568,77.859869,78.210844,77.043396,77.856255,78.20711,77.000082,76.996501,76.99524,0.0,0.0,304619019000.0,312557084000.0,0.0,0.0
0.0002,0.005,77.048956,77.963763,78.355137,77.048765,77.959751,78.351015,77.000092,76.996077,76.994671,0.0,0.0,342370196000.0,351292019000.0,0.0,0.0
0.0002,0.0051,77.05235,78.029063,78.445709,77.052147,78.024803,78.441345,77.000098,76.995811,76.994313,0.0,0.0,366155268000.0,375696905000.0,0.0,0.0
0.0002,0.0052,77.053273,78.046785,78.47028,77.053066,78.042458,78.465851,77.0001,76.995738,76.994216,0.0,0.0,372619021000.0,382329098000.0,0.0,0.0
