	
15.96	6.39245383286834
18.37	6.80008857003676
20.45	7.43006952747885
21.63	8.39356981533147
23.87	9.76470484035251
26.01	10.802320534963
30.85	14.8416102032682
33.86	20.3446791550418
36.67	26.2553828439839
40.93	34.3710198839733
44.34	39.7443868739206
47.86	46.5444754439573
52.15	54.3080643018467
56.33	65.5180195739781
65.78	88.0676320800673
70.75	99.8890394579514
76.13	111.376927505425
80.83	123.272450290067
81.81	125.662672158009
91.08	148.49021743944
93.81	153.78946902263
97.02	163.016837163987
100.06	170.076329657677
102.83	176.894947079403
106.21	183.69503564944
108.42	189.550152783313
112.44	198.999867144945
118.75	214.378814047208
125.23	228.460741331208
131.89	241.245648996944
138.96	256.624595899207
146.21	271.262388733891
153.27	285.159027500996
160.92	298.870377751207
166.5	308.320092112838
173.02	320.178557194101
176.95	324.625481599575
184.37	337.410389265312
186.58	341.116159603206
193.37	350.380585447943
200.19	361.683184978522
207.07	370.021168238785
212.86	375.579823745627
214.27	376.135689296311
219.22	382.250210353837
225.62	387.808865860679
232.05	394.47925246889
238.41	401.52021611089
240.33	403.558389796732
246.77	409.487622337363
253.61	416.528585979363
263.59	427.275319959258
266.48	427.090031442363
276.56	436.725034320889
279.94	441.542535760152
283.31	442.283689827731
292.36	452.289269740047
298.26	453.58628935831
